bal_1,brick_1,d2_1,d3_1,d4_1,dist_1,floor_1,price_1,totsp_1,walk_1,,bal_2,brick_2,d2_2,d3_2,d4_2,dist_2,floor_2,price_2,totsp_2,walk_2,,bal_3,brick_3,d2_3,d3_3,d4_3,dist_3,floor_3,price_3,totsp_3,walk_3,,bal_4,brick_4,d2_4,d3_4,d4_4,dist_4,floor_4,price_4,totsp_4,walk_4,,bal_5,brick_5,d2_5,d3_5,d4_5,dist_5,floor_5,price_5,totsp_5,walk_5,,bal_6,brick_6,d2_6,d3_6,d4_6,dist_6,floor_6,price_6,totsp_6,walk_6,,bal_7,brick_7,d2_7,d3_7,d4_7,dist_7,floor_7,price_7,totsp_7,walk_7,,bal_8,brick_8,d2_8,d3_8,d4_8,dist_8,floor_8,price_8,totsp_8,walk_8,,bal_9,brick_9,d2_9,d3_9,d4_9,dist_9,floor_9,price_9,totsp_9,walk_9,,bal_10,brick_10,d2_10,d3_10,d4_10,dist_10,floor_10,price_10,totsp_10,walk_10
1,0,0,1,0,14.91849,1,50.7,81,0,,1,1,1,0,0,10.6,0,43,52,1,,1,1,0,0,0,14.4,0,33.5,36,1,,1,1,0,0,0,7.2,0,43.9,37,1,,1,1,0,0,0,8.8,1,42.5,35.7,0,,0,1,1,0,0,5,1,64,56,1,,1,0,0,1,0,19.4589,1,65,75,1,,1,0,1,0,0,17.48971,1,62,61,,,1,0,0,0,0,7.2,0,32,30,1,,1,0,0,0,0,9.6,0,32,37,0
1,0,0,0,0,10.3,1,28,31,1,,1,1,0,0,0,1.9,1,60,46,1,,1,0,0,1,0,8.86461,1,65,66,1,,0,0,1,0,0,1.59,1,47,53,1,,1,0,1,0,0,5.3,1,49,53,1,,1,0,0,0,0,9.6,1,33,35,1,,0,0,0,1,0,14.05365,0,39,55,1,,1,0,0,0,0,8.436,1,32,38,1,,0,0,0,0,0,5.4,1,32,33,1,,1,0,0,1,0,18.16164,0,60,65,1
1,1,0,0,0,7.2,0,34,31,1,,1,0,1,0,0,3.71,1,51,52,1,,1,1,0,0,0,10.83,1,46,38,1,,1,1,0,0,0,4.9,1,53,43.6,1,,1,0,1,0,0,5,1,49,44,1,,1,1,1,0,0,5.941381,1,75,52,,,1,1,1,0,0,5.3,1,95,50,1,,1,0,0,1,0,12.10776,1,45.9,76,0,,0,1,0,1,0,5.5,0,75,92,1,,1,1,1,0,0,3.18,0,43,56.6,1
1,1,0,0,0,13.8,1,44.5,34,1,,1,0,0,1,0,13.125,1,92,75,1,,1,0,1,0,0,16.37101,1,79,54,,,1,0,0,0,0,7.2,1,35,30,0,,1,0,1,0,0,16.5,1,37,37,0,,0,1,0,0,0,12.92,1,23,18,1,,1,0,0,0,0,16.8,0,35,35,1,,1,0,1,0,0,6.89,0,31,45,1,,0,0,0,0,0,14.4,0,31,33,1,,1,1,0,1,0,12,1,90,98,1
1,0,0,0,0,15.466,1,36,39,1,,0,1,0,0,1,9.7,1,90,106,0,,1,0,1,0,0,5.3,1,42,44,0,,1,1,0,0,0,3.1,0,57.6,43.4,1,,0,0,0,0,0,2.698,0,45.5,40,1,,1,1,0,0,0,8.55,1,43,42,0,,1,0,0,0,0,11.4,0,32,34,1,,0,1,0,1,0,2.5,1,177,88,1,,1,0,0,0,0,9.6,0,35,38,0,,0,0,0,0,0,9.6,0,32,38,0
0,1,1,0,0,6,1,76,69,1,,0,1,0,1,0,6.70251,1,86,103,0,,1,0,0,0,0,12.6,1,34,36,1,,1,1,1,0,0,1.5,1,56,44,1,,1,0,0,0,0,3.65,1,31,32.4,1,,1,0,0,0,0,10.8,1,43,39,1,,1,1,0,1,0,9.94566,0,53,81,1,,0,0,0,0,0,7.2,1,33,33,1,,0,0,0,0,0,9.6,1,29,33,1,,0,1,0,1,0,1.08105,1,80,86,1
1,0,0,0,0,3.6,0,36,34,1,,1,0,1,0,0,16.5,1,46,45,1,,1,1,0,1,0,3.75,1,108,85,1,,1,0,0,0,0,16.8,0,32,38,1,,0,1,0,0,0,1.5,1,67,45,1,,1,0,0,0,0,15.6,1,35,39,1,,1,0,1,0,0,5,0,45,52,0,,0,0,0,0,0,9.6,1,31.9,33,0,,1,1,1,0,0,5,1,36,34,1,,1,0,0,1,0,19.02648,1,73,66,0
1,0,0,1,0,12.9726,1,51.7,82,0,,0,1,1,0,0,7.778174,1,53,55,,,1,1,0,0,0,7.2,1,33,34,1,,1,1,0,0,0,4.8,1,58,44,1,,1,1,0,1,0,14.26986,1,114.6,110,1,,0,0,1,0,0,3.71,1,39,41,1,,1,1,0,0,1,2.9,0,101,85,1,,0,0,1,0,0,5.3,1,39,44,1,,0,1,1,0,0,6,0,45,52,0,,1,0,0,0,0,9,0,38,39,1
1,0,0,0,0,9.6,0,33,36,1,,0,1,1,0,0,9.88,1,69,56.5,1,,0,1,0,0,0,5.4,0,42,31,1,,1,0,1,0,0,13.9,1,66,55,0,,1,0,0,1,0,12.10776,1,87,68,0,,1,0,0,1,0,14.91849,1,51.9,77,0,,1,0,0,0,0,15.6,0,33,35,1,,0,1,1,0,0,3.71,1,54,60,1,,0,0,0,0,0,15.6,1,28,33,1,,1,0,0,0,0,13,1,37,37.3,1
0,0,0,0,0,13.15,1,30,33,0,,1,1,0,0,0,6.4,0,36,30,1,,1,1,1,0,0,7.5,1,59,60,1,,0,0,0,1,0,6.5,0,68,97,1,,0,1,1,0,0,8.64523,0,72.5,56.7,,,0,1,0,1,0,7.56735,1,73,67,1,,0,1,0,0,0,1.7,0,42,30,1,,0,1,0,0,0,2.5,1,40,32,1,,1,0,0,0,0,11.9,0,29,32,0,,1,0,1,0,0,5,1,41,38,1
1,0,0,1,0,16.5,1,63,60.8,1,,1,,0,0,0,8.68,1,46,34,,,1,1,1,0,0,9,1,75,67,1,,1,0,0,0,0,18,0,35,39,0,,1,0,0,0,0,17.7,0,32,37,1,,0,0,0,0,0,11.78,0,45,37,1,,1,0,0,0,0,13.3,1,34,39,0,,0,1,1,0,0,7.5,1,48,62,1,,1,0,1,0,0,5.3,1,40,38,0,,1,0,0,0,0,11.6,0,34,39,0
1,0,1,0,0,12,0,40,43,1,,1,0,0,0,0,15.6,1,34,35,1,,0,,0,0,0,11.32,1,32,30,,,0,1,1,0,0,1.6,0,85,60,1,,1,0,1,0,0,5.3,1,65,53,1,,1,0,0,0,0,7.2,1,36,31,0,,1,0,1,0,0,3.18,1,55,52,0,,1,0,0,0,0,16.8,0,33,39,0,,1,1,0,1,0,12.10776,1,120,80,0,,1,0,0,0,0,7.8,1,34,32.7,1
0,1,0,0,1,4.7,1,100,108,1,,1,1,1,0,0,13.5,0,35,44,1,,1,1,0,1,0,12.5,1,78,75,1,,1,1,1,0,0,5.2,1,56,46.7,,,1,0,0,1,0,18,1,54,76,0,,1,0,0,0,0,9.6,0,28,36,1,,0,1,0,1,0,6.4863,1,45,54,1,,1,0,0,0,0,11.4,1,39,38,1,,1,0,0,1,0,16.43196,1,50,60,1,,0,1,0,1,0,9.51324,1,125,80,1
1,0,0,1,0,14.48607,0,63,75,0,,1,0,0,1,0,14.05365,1,47,59,1,,1,1,1,0,0,13.8,0,35,43.6,1,,1,1,0,1,0,11.45913,1,55,56,1,,1,1,1,0,0,3,1,70,43,1,,1,0,0,1,0,16.43196,1,53,65,0,,0,0,0,0,0,7.7,1,37,35,1,,0,1,1,0,0,9,1,58,46,1,,0,1,1,0,0,5.675385,1,97.5,56,,,1,0,0,0,0,12,0,37,38,1
1,0,0,1,0,14.895,0,62,66,1,,1,0,0,0,0,10.83,0,35,35,1,,1,1,1,0,0,16.5,1,92.2,87,1,,1,1,1,0,0,3,1,52,48,0,,1,0,0,0,0,7.2,1,41,39,1,,1,1,1,0,0,5,1,38,43,1,,1,1,0,0,0,7.56,1,30.5,29,1,,1,1,1,0,0,6.46,1,65,79.4,1,,0,1,1,0,0,9,1,55,56,1,,1,0,0,0,0,15.352,1,40,38,1
1,0,0,0,0,10.07,1,40,39,0,,1,0,0,0,0,12.6,0,33,35,1,,0,0,0,0,0,14.44,1,35,33,1,,1,0,0,0,0,10.3,0,29,32,1,,0,0,1,0,0,2.65,1,40,46,1,,1,0,0,0,0,12.92,0,28,33,1,,1,0,0,1,0,12,1,63,66,0,,0,1,1,0,0,5,1,68,58,1,,1,0,0,0,0,8.03,1,42,42,0,,1,0,1,0,0,13.0384,1,70,50,
1,0,0,1,0,12.5,0,88,74,0,,1,0,0,0,0,7.2,1,33,31,1,,1,1,0,1,0,9.51324,0,69,83,1,,1,0,0,0,0,12.6,0,36,36,0,,1,0,0,0,0,5.94,1,38,35,1,,1,0,0,0,0,10.07,1,33,35,1,,0,0,0,0,0,10.2,0,28.5,32,1,,1,0,0,0,0,5.4,1,37.5,34,1,,0,0,0,1,0,18,1,60.5,56,1,,1,0,0,1,0,11.89155,1,64.1,99,0
1,1,0,0,1,12.5,1,193,116,1,,0,0,0,0,0,15.352,1,29.9,35,1,,0,0,0,0,0,15,1,24.5,32.5,0,,1,0,0,0,0,8.55,1,36,35,1,,1,0,0,0,1,3.1,1,390,126,1,,0,0,0,1,0,13.83744,1,120,76,1,,1,0,1,0,0,5,0,34,47,0,,1,1,1,0,0,6,1,108,57,1,,0,0,1,0,0,3.71,1,53,54,1,,1,1,0,0,1,5,1,101,87,1
1,0,0,1,0,13,0,48,59,0,,1,0,0,0,0,9.6,0,30,35,1,,1,0,0,0,0,10.203,1,29,33,0,,1,0,0,0,0,8.03,1,33,35,1,,0,0,0,0,0,8.03,1,32,33,1,,1,1,0,1,0,5.5,1,75,80,1,,1,1,1,0,0,3,1,75,53,1,,1,0,0,0,1,2.8,1,98,93,1,,0,1,0,0,0,2.69,1,135,62,1,,1,0,0,0,0,10.2,1,38.5,35,1
1,0,0,0,0,18,0,35,40,1,,1,0,0,0,0,13.8,1,37,35,1,,1,1,0,0,0,6.3,1,31,33.9,1,,1,1,1,0,0,2.65,1,85,58,0,,0,0,1,0,0,8.919641,1,47,36,,,1,0,0,0,0,4.8,1,36,32,1,,1,1,0,0,1,7.5,1,96,99,1,,1,0,0,0,0,7.56,0,45,39,1,,0,0,0,0,0,12.03,1,31,30,1,,0,0,1,0,0,11.45862,1,35,46,
0,0,0,0,0,9.6,1,29,34,1,,1,0,0,0,0,11.4,1,40,39,0,,1,1,0,1,0,6.70251,1,88,85,1,,0,0,0,0,0,9.6,0,32,38,1,,0,1,0,0,1,15.1,0,60,82,1,,1,0,0,0,0,9.6,0,33,35,1,,1,1,0,1,0,6.4863,1,73,81,1,,1,1,0,0,0,11,1,46,38,1,,1,1,0,1,0,2.425,1,87,54.6,0,,1,1,1,0,0,5.4,1,125,70,1
0,0,0,0,0,9,1,33,32,1,,1,1,0,0,0,3,1,53,39,1,,1,0,0,0,0,12.6,1,32,32,1,,1,,0,0,0,14.62,1,55,40,,,0,0,0,0,0,14.4,1,27.5,30,1,,1,0,0,0,0,14.4,0,28,30,1,,1,0,0,1,0,19.02648,0,48,61,0,,1,0,0,0,0,6.422,1,38,35,1,,1,0,0,1,0,14.48607,1,63,64,0,,1,0,0,0,0,12,1,34,35,0
0,0,0,0,0,7.2,0,35,35,1,,1,0,0,0,0,10.8,1,43,39,0,,0,0,0,0,0,12.92,1,31,35,1,,1,0,0,1,0,12.10776,1,45.5,76,0,,1,1,1,0,0,14.78005,1,76,52,,,1,0,0,1,0,9.51324,1,52,64,1,,1,0,1,0,0,14.2,1,41,48.6,1,,0,0,0,0,0,12.78,1,31,35,1,,1,0,0,0,0,14.4,0,28,30,1,,1,1,0,0,0,10.2,0,46,38,1
1,1,0,0,1,2.4,1,185,136,1,,1,0,0,1,0,13.5,1,98,74,1,,1,1,0,1,0,2.5,1,490,118,1,,,,0,0,0,12.9,,30.5,39.5,0,,1,1,0,0,0,3.24,1,60,35,1,,1,0,1,0,0,5,0,55,51,0,,1,0,0,0,0,9.96,1,33,36,0,,1,0,0,1,0,7.78356,1,60,63,0,,1,0,0,1,0,6.27009,1,60,65,0,,0,1,0,1,0,9.5,0,49,76,1
1,0,0,0,0,7.2,0,35,38,1,,0,1,0,0,0,12.92,1,114,77,0,,1,0,0,1,0,15.99954,0,54,59,0,,0,1,1,0,0,5,1,67,54,1,,0,1,0,1,0,4.5,0,62,68,1,,1,0,1,0,0,5,0,53.5,52,0,,1,0,0,1,0,14.995,1,58,60,0,,1,0,0,0,0,12.92,1,37,40,0,,1,1,0,0,0,13.4,1,30,32,1,,1,0,0,0,0,7.2,0,36,38,1
0,1,0,1,0,1.25,0,110,83,1,,1,1,1,0,0,3,1,72,61,1,,0,0,0,0,0,15,1,24.5,32.5,0,,1,1,1,0,0,10.26,1,35,40.4,0,,0,1,1,0,0,1.59,0,47,43.7,1,,0,1,1,0,0,3.736308,1,159,74,,,1,0,1,0,0,2.65,1,39,45,0,,1,0,1,0,0,7.5,1,38,46,0,,0,0,1,0,0,11.89622,0,43,45.3,,,1,0,0,0,1,13.8,1,91,100,1
1,1,0,1,0,13.5,1,47,53.5,0,,1,0,0,0,0,12.6,0,35,37,0,,1,1,0,0,1,12.5,1,80,102,0,,1,1,0,0,0,12.35,1,37,38,1,,1,0,0,0,0,13,0,42,35,1,,1,1,0,0,0,8.03,1,88,54,1,,1,0,0,0,0,15.6,0,32,35,1,,1,1,1,0,0,5,1,58,49,1,,1,0,0,0,0,15.6,1,39,39,1,,1,1,1,0,0,5,1,53,43,0
1,0,0,0,0,12.6,1,18,31,1,,0,1,1,0,0,7.95,0,50,55.4,1,,0,1,0,1,0,5.5,1,83,74,1,,1,1,0,0,0,12.6,1,30,31,1,,1,0,0,1,0,15.1347,0,60,64,1,,1,1,0,0,0,11.5,1,40,36,1,,1,0,0,0,0,3.6,1,36,34,1,,1,1,0,1,0,9,1,128,69,1,,1,0,0,0,0,12,0,32,38,1,,0,1,0,0,1,1.4,1,105,90,1
1,0,0,0,0,12,1,30,32,0,,1,,0,0,0,10.67,1,28,33,,,1,1,0,1,0,6.27009,1,115,75,1,,1,1,1,0,0,5,1,53,43,1,,1,0,1,0,0,12.5,1,39,38,1,,0,0,0,0,0,10.11,0,35,39,1,,1,0,0,0,0,12.6,0,33,37,1,,0,1,0,1,0,14.5,0,77,80,0,,1,0,1,0,0,3.18,0,37,40,0,,1,1,0,0,0,4.47,1,75,42.8,1
1,1,0,0,0,2.736,1,26.5,30,0,,0,0,0,0,0,15.6,1,28,33,1,,1,0,0,0,0,12.6,1,35.5,39,1,,1,0,0,1,0,16.5,1,69,66,0,,0,0,0,1,0,14.91849,1,79.7,74,1,,1,0,0,0,0,13.8,1,35,35,1,,1,0,1,0,0,13.1,1,117,62,1,,1,0,0,0,0,16.8,0,33,35,1,,1,1,0,1,0,4.1,1,82,78,1,,1,1,1,0,0,10.74895,1,53,66,
1,0,0,0,0,14.4,1,32,33,1,,0,0,0,0,0,12,0,27.5,36,1,,0,1,1,0,0,5.87,1,59,66,0,,0,1,1,0,0,3.71,0,46,48,1,,1,0,0,0,0,7.96,1,38,32.6,1,,1,0,0,0,0,15.466,1,37,40,0,,0,0,1,0,0,2.65,1,53,51.5,1,,1,0,0,1,0,9.94566,1,65.4,81,0,,1,0,1,0,0,1.06,0,50,38,1,,0,0,1,0,0,6,0,48,54,1
1,1,0,0,0,7.7,1,57,38.4,1,,1,1,0,0,0,2.622,1,52,40,1,,1,0,0,1,0,5.83767,1,62,64,0,,0,1,0,1,0,9.29703,1,83,96,1,,1,0,0,1,0,14.48607,0,65,62,1,,0,0,0,0,0,7.2,1,28,32,1,,1,0,0,0,1,1.7,1,135,90,1,,1,1,0,0,0,7.6,0,36,31,1,,1,0,0,0,1,11.1,0,80,104,1,,1,1,0,1,0,8.2,1,103,76,1
1,0,1,0,0,6,0,44,38,1,,1,0,0,0,0,14.4,0,30,35,1,,1,0,1,0,0,6,0,62,44,1,,1,0,0,0,0,12,1,25,32,1,,0,,0,0,0,10.67,0,28.5,33,,,1,0,0,0,1,0.9,0,115,98,1,,1,0,0,0,0,13.8,0,42,39,1,,0,0,0,0,0,18,0,34,39,0,,1,1,1,0,0,3.42,1,87.9,57.9,1,,1,0,1,0,0,9,1,50,46,0
0,0,0,0,0,9.7,1,31,38,0,,0,1,0,1,0,2.37831,1,115,74,1,,1,0,0,0,0,9.6,0,32,36,1,,1,0,0,1,0,18.75,0,62,66,1,,1,1,1,0,0,9,1,82,67,1,,1,1,0,0,0,7.2,0,31,35,0,,0,1,1,0,0,4.5,0,70,64,1,,1,0,0,0,0,9.6,0,33,36,1,,1,1,0,1,0,3.45936,1,100,88,0,,1,0,0,0,0,15.6,0,32,35,1
0,0,0,0,0,3.8,1,37,35,1,,1,0,1,0,0,5,1,48,43,1,,1,0,0,0,0,7.2,1,46,38,1,,0,1,1,0,0,2.5,1,187,94,1,,1,0,0,1,0,12.10776,0,57,74,0,,1,0,0,1,0,16.43196,1,55.5,63,0,,0,0,0,0,0,12,0,30,33,1,,1,1,0,1,0,6.27009,0,85.5,85,0,,1,0,0,0,0,5.4,0,34,31,1,,1,1,1,0,0,16.5,0,89.8,85,1
0,0,0,0,0,15.6,1,31.6,35,1,,1,0,0,0,1,13.7,1,90,110,1,,1,1,1,0,0,16.5,1,37,44,1,,0,0,0,0,0,15.6,1,29,33,1,,1,1,1,0,0,5.3,1,39,41.4,1,,0,1,0,0,0,5.4,1,25,28,1,,0,0,0,0,0,12.483,0,31,36,1,,1,0,0,0,0,12.92,0,28,30,0,,0,1,0,1,0,3.89178,1,75,80,1,,0,1,1,0,0,2.65,0,54,56.4,1
0,1,0,1,0,12.75639,0,54,70,1,,,,0,0,0,3.3,,51,35.7,1,,0,0,0,0,0,9.6,1,26,30,0,,1,1,1,0,0,9,0,45,53,1,,1,0,0,0,0,12.6,0,33,35,1,,1,1,0,0,0,12.92,0,27,30,1,,1,1,0,1,0,13.18881,1,84,93,1,,0,0,0,0,0,9.6,1,27,30,1,,1,0,0,0,0,10.3,0,27,32.3,1,,1,0,0,0,0,7.2,0,29,35,1
1,1,0,0,0,10.906,1,30,30,1,,1,0,0,1,0,15.99954,1,60,58,1,,1,1,0,0,1,7.3,1,165,102,1,,0,0,0,0,0,10.8,0,45.1,38,0,,1,0,0,0,0,6.384,1,39,41,0,,0,0,0,0,0,16.8,1,26.2,33,1,,1,1,0,0,1,8.5,1,240,118,0,,1,0,0,0,0,16.663,1,36,41,1,,1,0,0,0,0,12,1,45,40,0,,1,0,0,0,0,10.2,1,30.5,31,1
1,0,0,1,0,9.94566,1,63,69,0,,1,1,0,0,0,12,1,28,34,1,,1,0,0,0,0,12.6,1,29,35,1,,1,0,0,0,0,10.203,0,31,41,0,,1,0,0,1,0,12.5,1,53,83.9,0,,1,1,1,0,0,7.95,1,34,46,0,,1,0,1,0,0,8.241966,1,41,47,,,1,0,1,0,0,3.71,1,45,53,1,,0,0,0,0,0,2.4,0,37,35,1,,1,0,0,0,0,15.6,1,34,36,1
1,0,0,0,0,3,1,35,32,1,,0,0,0,0,0,16.34,1,33,35,1,,1,0,0,0,0,3.6,1,43,34.2,0,,1,1,0,0,0,7.2,0,30,29,1,,1,0,0,0,1,0.9,0,125,128,1,,1,0,0,0,0,10.2,1,30,31,0,,1,,0,0,0,14.62,0,23,28,,,1,0,0,0,0,10.298,1,28,31,1,,1,0,0,0,0,7.2,1,36,35,1,,0,0,0,0,0,11.06,1,18,30,0
1,0,1,0,0,2.65,1,46,47,0,,0,1,0,1,0,10.43,0,60,72.2,1,,0,1,1,0,0,6,0,63,51,1,,0,1,0,0,1,2.8,0,85,80,1,,1,0,0,0,0,10.8,1,42,40,0,,1,0,0,0,1,5.5,0,90,100,1,,1,0,0,1,0,19.375,1,67,64.5,1,,,,0,0,0,11,,43.5,38,0,,1,1,1,0,0,9,1,49,47,0,,1,1,0,1,0,9.72945,1,125,75,1
1,0,0,0,0,11.4,0,32,35,1,,1,0,0,0,0,11.4,0,38,39,1,,1,1,0,0,0,2.63,1,149,71.6,1,,1,0,1,0,0,13.72006,1,42.5,41.6,,,1,1,0,1,0,4,1,180,80,0,,,,0,0,0,12.8,,41,38,1,,1,1,0,0,0,12.6,1,30,32,1,,1,0,0,0,1,15.2,1,80,86,0,,0,1,1,0,0,1.6,1,93,75,1,,0,0,0,0,0,15.6,1,29,33,1
1,0,0,0,0,10.57,1,36.5,35,0,,1,0,1,0,0,5,1,43,40,1,,0,0,0,0,0,13.8,1,34,33,1,,1,0,1,0,0,15,0,53,53,1,,0,0,0,0,1,4.5,1,65,76,0,,1,0,0,0,0,12.6,1,41,37,1,,0,0,0,0,0,15.6,0,32,35,1,,1,0,0,0,0,11.3,1,44,38,1,,1,1,0,0,0,15.6,1,31,31,1,,1,0,1,0,0,9,0,61.5,55,1
1,0,0,0,0,11.4,1,32,35,1,,0,1,1,0,0,7.95,0,75,60,1,,1,0,1,0,0,5,1,40,42,0,,1,0,0,1,0,14.05365,1,56,60,0,,1,1,0,1,0,9,1,111.5,81,1,,1,0,0,0,0,12.03,1,42,41,1,,1,0,0,0,0,8.55,1,34,35,0,,1,0,0,1,0,14,1,67,68.7,1,,1,0,1,0,0,6.6,1,47,48,1,,1,0,0,1,0,13.5,1,145,96,1
0,0,0,0,0,12.45,1,30,35,0,,1,0,0,0,0,16.8,0,33,38,1,,1,0,0,0,0,11.78,0,43,39,1,,0,1,1,0,0,2.3,0,39,40,1,,1,1,1,0,0,5,1,35,45,0,,0,0,0,0,0,15.6,1,32,35,1,,1,0,0,0,0,15.6,1,32,32.5,1,,1,0,1,0,0,16.5,1,53,50,0,,1,0,0,1,0,19.4589,1,54,67,0,,0,0,1,0,0,12.9,0,37,46.1,1
1,0,0,0,0,10.8,1,29,32,1,,0,1,0,1,0,7.56735,1,100,88,1,,1,0,0,0,0,14.4,1,34,35,1,,1,0,0,0,0,5.4,1,31,28,1,,1,1,0,0,0,7.804,0,33,32,1,,1,1,1,0,0,6,1,75,61,1,,1,0,1,0,0,2.65,1,48,54,1,,1,0,0,0,0,15.6,1,34,35,1,,1,1,0,1,0,7.78356,1,112,82,1,,1,0,0,0,0,3.8,0,42,35,1
0,0,0,0,0,14.4,1,27.5,33,1,,1,1,0,0,0,12.7,1,35,30.8,1,,1,0,0,0,0,12,1,33,35,1,,1,0,0,0,0,15.7,1,29,41,0,,0,1,0,1,0,9.72945,1,100,95,1,,1,0,0,0,0,9.97,1,29,29,1,,0,1,0,0,0,1.5,1,75,47,1,,0,1,1,0,0,2.5,0,69,70,1,,1,0,0,1,0,14.48607,1,68,62,1,,,,0,0,0,13,,47,38,1
1,0,1,0,0,2.2,1,60,47,1,,0,0,0,0,0,12,0,27.5,36,1,,1,0,0,1,0,14.91849,1,68,77,0,,1,0,0,0,0,10.6,1,34,34.4,0,,,,0,0,0,10.3,,53,38,0,,1,0,0,0,0,12.6,1,35,35,1,,1,0,0,1,0,13.18881,1,42,52,1,,1,0,0,1,0,14.91849,0,51,77,0,,1,0,1,0,0,4.24,1,33,39,0,,1,0,0,0,0,4.636,1,39,36,0
0,1,0,0,0,3.81,1,36,35,1,,1,1,1,0,0,11.18034,1,511,142,,,1,1,0,0,0,5.4,1,34,28,1,,1,1,1,0,0,5,1,34,42,0,,1,0,0,0,0,4.636,1,43,34,0,,1,1,0,1,0,5.2,0,75,72,1,,1,0,0,0,0,4.104,0,30,33,1,,1,0,0,1,0,13.5,1,52,60,0,,1,1,0,1,0,3.89178,0,63,72,0,,1,0,0,1,0,14,1,52,75,0
0,1,0,1,0,3.02694,1,80,65,1,,0,1,1,0,0,13.8,0,35,44,1,,1,1,0,1,0,9.145,0,90,71,1,,1,1,1,0,0,5.3,1,52,40.6,1,,1,1,0,0,0,2.1,1,65,42,1,,1,1,0,0,1,7.4,1,115,86,1,,0,1,1,0,0,9.12,1,76,55.5,1,,1,1,0,0,0,4.9,1,30.5,35,1,,1,1,0,0,0,5.4,1,32,31,0,,1,1,0,1,0,3.45936,1,84,85,1
1,0,0,1,0,19.02648,1,56,59,1,,1,0,0,1,0,4.735,1,65,66,1,,1,0,0,0,0,3.6,1,36,35,1,,0,,0,0,0,10.67,1,23,26,,,1,0,0,0,0,16.34,1,34,38,1,,1,0,0,0,0,11.4,1,37,39,1,,1,0,0,0,0,15.6,1,30,33,1,,1,0,0,0,0,12,1,27,32,1,,1,1,1,0,0,9.780082,0,37,52,,,0,1,0,0,0,7.2,1,36,31,1
1,1,0,1,0,3.65,1,185,77,0,,1,0,0,1,0,14.91849,0,43,58,1,,0,0,1,0,0,5,1,68.5,53,1,,1,0,0,0,0,10.8,0,36,37,0,,1,,0,0,0,14.2,1,36,41,,,1,0,0,0,0,14.65,1,36,35,1,,1,0,0,0,0,14.4,0,35,38,1,,1,1,0,1,0,9.72945,1,80,90,1,,1,0,0,1,0,16.21575,1,50,60,0,,1,0,0,0,0,15,1,30,32,0
1,1,1,0,0,9,1,64,65,0,,1,1,0,0,0,5.32,1,58,35,0,,0,0,1,0,0,11.45862,0,34,44,,,1,0,0,0,0,2.622,1,38,38,1,,1,,0,0,0,12.83,1,39.5,38,,,1,0,0,0,0,9,1,30.8,30,1,,1,0,1,0,0,16.34,1,64,58,1,,1,0,0,0,0,12.6,1,30,30,1,,1,0,0,0,0,12.6,1,35.5,36,1,,1,0,0,0,0,16.8,0,38,38,0
0,1,0,0,0,3.7,0,28,30,1,,0,1,0,1,0,0.4,1,142,70,1,,1,1,0,1,0,9.94566,0,64,85,1,,1,1,1,0,0,7.5,1,57,56,0,,1,1,0,1,0,8.86461,1,95,77,0,,0,1,0,0,1,11,1,75,80,1,,1,0,0,0,0,12,1,33,35,1,,1,0,0,0,0,14.6,1,36.5,38,1,,0,1,1,0,0,7.5,1,50,55,1,,1,0,1,0,0,18.4,1,47,51.6,0
0,0,0,1,0,14.70228,0,54,60,0,,1,0,0,0,0,5.4,1,37.5,35,1,,1,0,0,0,0,10.83,1,36,36,0,,,,0,0,0,10.3,,36,38,0,,0,0,0,0,0,2.26,1,32.5,32,1,,1,0,0,1,0,16,0,55,68,1,,1,0,0,0,0,12.92,1,39,38,0,,1,0,0,0,0,12.54,1,34,42,0,,1,0,0,0,0,10.2,1,30,30,1,,1,0,0,0,0,15.6,0,25,31,1
1,0,1,0,0,7,1,34,46,0,,1,0,0,0,0,4.332,1,42,35,1,,1,1,0,1,0,1.84,0,101,72,1,,0,1,0,0,0,4.2,0,40,38,1,,0,0,0,1,0,12.3,1,91,76,1,,1,1,1,0,0,6,1,46,42,1,,1,0,0,1,0,14.9,0,44,51,0,,0,0,1,0,0,7.95,0,29.5,41,1,,1,1,0,0,0,12.2,1,56,42,1,,1,0,0,1,0,12.75639,1,50,60,1
0,0,0,0,0,15.352,1,26.5,33,0,,1,0,0,1,0,16,1,60,72,0,,1,0,1,0,0,3.71,1,34,38,1,,1,0,1,0,0,5,1,49,44,1,,0,0,0,0,0,10.2,1,26.5,28,1,,1,1,1,0,0,3.1,1,64,45,1,,0,1,0,1,0,9,1,122,74.9,1,,1,1,1,0,0,2.65,1,82,66,1,,1,0,0,0,0,16.8,0,33,38,0,,1,0,0,0,0,12.45,1,34,35.2,0
0,1,0,0,0,5.6,0,35,32.3,1,,1,0,0,0,0,12,1,30,38,1,,0,0,0,0,0,12,0,26,32,1,,1,0,0,0,0,13.9,1,36,37.2,0,,1,0,0,0,0,5.7,1,35,31.5,1,,1,0,0,1,0,14.26986,0,52,67,1,,1,1,0,0,0,16.7,1,33,38,0,,1,0,0,0,0,7,1,35.5,35,0,,1,0,0,0,0,2.622,1,63,33,1,,1,1,0,0,1,1.7,1,380,160,1
